processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
AMSF072-09	I.44627-012	1124929	I.44627-012		Australian Museum, Sydney		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11559	Trachurus novaezelandiae			Mark A. McGrouther		Richardson, 1843					P.B.Berents													FAO-81		-36.6864	149.998							Australia	New South Wales			Baronda Headland, south side									
ANGBF17292-19	KF378584	10115650			Mined from GenBank, NCBI		BOLD:ACF4541	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	68594	Caranx papuensis					Alleyne & Macleay, 1877																												New Caledonia													
ANGBF17391-19	KY570735	10115749			Mined from GenBank, NCBI		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59233	Decapterus maruadsi					(Temminck & Schlegel, 1843)																				5.68	100.372							Malaysia													
ANGBF17417-19	KY570761	10115775			Mined from GenBank, NCBI		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59233	Decapterus maruadsi					(Temminck & Schlegel, 1843)																				18.9114	105.864							Vietnam													
ANGBF55324-19	MK047012	10853409			Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus					Bowdich, 1825																				39.6753	-7.93366	Coordinates from country centroid						Portugal													
BZLWE003-08	BZLW8003	889576	USNM:FISH:BLZ8003	BLZ8003	Smithsonian Institution		BOLD:AAC0911	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	90363	Caranx ruber			Carole C. Baldwin		Bloch, 1793					Baldwin, Foltz, Weigt							A						FAO-31	205mm: PHOTO Weigt: CBC N end: spear:	16.8021	-88.0817							Belize		Stann Creek District	Dangriga Constituency	CB08-03									
DBMF079-10	DBMF-M79	1467614	SB03-01	SB03-01	Universiti Malaysia Terengganu		BOLD:AAB5271	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	64254	Megalaspis	64255	Megalaspis cordyla					Linnaeus, 1758					Tun Nurul Aimi													FAO-71		2.36	102.026							Malaysia	Malacca	Malacca Strait		Kuala Sungai Baru									
DBMF132-10	DBMF-M132	1665356	UMTF03380	MGJ08-04	Universiti Malaysia Terengganu		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793					Tun Nurul Aimi													FAO-71		2.434	103.836							Malaysia	Johor	South China Sea		Mersing									
DBMF223-10	DBMF-M223	1665447	UMTF03471	KDJ04-01	Universiti Malaysia Terengganu		BOLD:AAD8719	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	90892	Selar boops					Cuvier, 1833					Tun Nurul Aimi													FAO-71		4.778	103.425							Malaysia	Terengganu	South China Sea		Kuala Dungun									
DBMF291-10	DBMF-M291	1665515	UMTF03539	KBJ01-05	Universiti Malaysia Terengganu		BOLD:AAD2679	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595073	Scomberoidinae	3544	Scomberoides	258807	Scomberoides tala					Cuvier, 1832					Tun Nurul Aimi													FAO-71		5.831	102.563							Malaysia	Terengganu	South China Sea		Kuala Besut									
DBMF329-10	DBMF-M329	1665553	UMTF03577	TBJ04-03	Universiti Malaysia Terengganu		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793					Tun Nurul Aimi													FAO-71		5.893	102.477							Malaysia	Kelantan	South China Sea		Tok Bali									
DBMF373-10	DBMF-M373	1665597	UMTF03621	MKS07-03	Universiti Malaysia Terengganu		BOLD:AAB3884	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3569	Parastromateus	11525	Parastromateus niger					Bloch, 1795					Tun Nurul Aimi													FAO-71		2.503	112.316							Malaysia	Sarawak	South China Sea		Mukah									
DBMF549-10	DBMF-M549	1720516	UMTF 03797	KDT13-03	Universiti Malaysia Terengganu		BOLD:ADI4344	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18713	Decapterus macrosoma					Bleeker, 1851					Tun Nurul Aimi													FAO-71		6.901	116.853							Malaysia	Sabah			Kudat									
DBMF574-10	DBMF-M574	1720541	UMTF 03822	KDT20-01	Universiti Malaysia Terengganu		BOLD:AAB5772	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3536	Alepes	11592	Alepes djedaba					(Forsskål, 1775)					Tun Nurul Aimi													FAO-71		6.901	116.853							Malaysia	Sabah			Kudat									
DBMF656-10	DBMF-M656	1720623	UMTF 03904	SMP03-03	Universiti Malaysia Terengganu		BOLD:AAO5886	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140172	Carangichthys	1140173	Carangichthys dinema										Tun Nurul Aimi													FAO-71		4.48	118.612							Malaysia	Sabah	Sulawesi Sea		Semporna									
DBMF666-10	DBMF-M666	1720633	UMTF 03914	TW01-04	Universiti Malaysia Terengganu		BOLD:AAB3884	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3569	Parastromateus	11525	Parastromateus niger					Bloch, 1795					Tun Nurul Aimi													FAO-71		4.282	117.915							Malaysia	Sabah	Sulawesi Sea		Tawau									
DBMF689-10	DBMF-M689	1720656	UMTF 03937	TW06-02	Universiti Malaysia Terengganu		BOLD:AAC0331	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68592	Selaroides	68593	Selaroides leptolepis					Cuvier, 1833					Tun Nurul Aimi													FAO-71		4.282	117.915							Malaysia	Sabah	Sulawesi Sea		Tawau									
DBMF696-10	DBMF-M696	1720663	UMTF 03944	TW07-04	Universiti Malaysia Terengganu		BOLD:AAB5772	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3536	Alepes	11592	Alepes djedaba					(Forsskål, 1775)					Tun Nurul Aimi													FAO-71		4.282	117.915							Malaysia	Sabah	Sulawesi Sea		Tawau									
DBMF753-10	DBMF-M753	1720720	UMTF 04001	KKJ04-02	Universiti Malaysia Terengganu		BOLD:ADI4344	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18713	Decapterus macrosoma					Bleeker, 1851					Tun Nurul Aimi													FAO-71		5.983	116.072							Malaysia	Sabah	South China Sea		Kota Kinabalu									
DBMF754-10	DBMF-M754	1720721	UMTF 04002	KKJ04-03	Universiti Malaysia Terengganu		BOLD:ADI4344	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18713	Decapterus macrosoma					Bleeker, 1851					Tun Nurul Aimi													FAO-71		5.983	116.072							Malaysia	Sabah	South China Sea		Kota Kinabalu									
DBMF828-10	DBMF-M828	1720795	UMTF 04076	KPJ06-03	Universiti Malaysia Terengganu		BOLD:AAB3730	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3539	Elagatis	17061	Elagatis bipinnulata					(Quoy & Gaimard, 1825)					Tun Nurul Aimi													FAO-71		6.4	100.131							Malaysia	Perlis	Malacca Strait		Kuala Perlis									
DNATR1476-13	TR1476EK	3045193		TR1476EK	Ankara University Biotechnology Institute		BOLD:AAB5912	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	34207	Seriola dumerili			Emre Keskin		Risso, 1810					Emre Keskin							A								38.9321	35.5689	Coordinates from country centroid						Turkey													
DSFSG041-10	ADC10_210.1 #1	1502663		ADC10_210.1 #1	South African Institute for Aquatic Biodiversity		BOLD:AAB3475	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3513	Carangoides	140948	Carangoides sp.			Allan D. Connell							M Addison													FAO-51		-30.285	30.796				12.5			South Africa				Scottburgh									
DSFSG751-11	ADC_210.45 #11	2065312		ADC_210.45 #11	South African Institute for Aquatic Biodiversity		BOLD:AAB9420	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11597	Seriola rivoliana			Allan D. Connell		Valenciennes, 1833					A Fraser													FAO-51		-30.633	30.558				200			South Africa				Pumula									
FISHP157-15	015806	6015005	015806	015806	Instituto del Mar del Peru		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11558	Trachurus murphyi					Nichols, 1920					Instituto del Mar del Perú															-12.1292	-77.2339							Peru													
FISHP158-15	015807	6015006	015807	015807	Instituto del Mar del Peru		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11558	Trachurus murphyi					Nichols, 1920					Instituto del Mar del Perú															-12.1292	-77.2339							Peru													
FNZA105-07	Tnov3	526806		Tnov3	National Institute of Water and Atmospheric Research, Auckland		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11559	Trachurus novaezelandiae					Richardson, 1843					S. Grayling													FAO-81										New Zealand		Northland		Bay of Islands									
FOAC407-05	BW-A1406	60123	CSIRO H 5221-04		Centre for Biodiversity Genomics		BOLD:AAC0922	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	11581	Trachinotus baillonii					(Lacepède, 1801)																			FAO-02									Australia	Queensland												
FOAC470-05	BW-A1469	60186			CSIRO, Australian National Fish Collection		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833					R Daley (CSIRO)														FAO-02									Australia	New South Wales	Sydney	Cabramatta (Sydney) shop										
FOAJ555-09	BW-A7405	1245776	PB63	IN01029	CSIRO, Australian National Fish Collection		BOLD:ACS0288	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	68595	Caranx tille			William White		Cuvier, 1833					William White													FAO-57		-7	106.5							Indonesia	Jawa Timur	West Java		Pelabuhanratu									
FOAL903-10	BW-A9200	1551140	CSIRO H 6893-21	GT 4033	CSIRO, Australian National Fish Collection		BOLD:AAI6634	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140172	Carangichthys	1140174	Carangichthys humerosus			John J Pogonoski																				FAO-71	CSIRO unreg	-19.5333	147.567							Australia	Queensland			N of Palm Islands									
FOAM269-10	BW-A10232	1634202	unreg	IN02203 - CP144	CSIRO, Australian National Fish Collection		BOLD:ADG2635	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3536	Alepes	90893	Alepes kleinii			William White		Bloch, 1793																		FAO-57		-7.73333	109.017							Indonesia				Cilacap, Central Java									
FOAM427-10	BW-A10390	1753139	unreg	IN02318 - PB347	CSIRO, Australian National Fish Collection		BOLD:AAD6117	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	1140170	Atropus hedlandensis			William White							W White (CSIRO)													FOA-57		-7.03333	106.533							Indonesia	Jawa Barat	West Java		Pelabuhanratu, West Java									
FOAN703-11	BW-A11496	1947424	unreg	IN02950 - KD946	CSIRO, Australian National Fish Collection		BOLD:AAB0585	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11569	Caranx melampygus			William White		Cuvier, 1833					W White (CSIRO)													FAO-57		-8.75	115.15							Indonesia	Bali			Kedonganan, Bali									
GBGCA2519-13	KC508505	3611392	KC508505	KC508505	Mined from GenBank, NCBI		BOLD:AAB7827	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3541	Alectis	11579	Alectis ciliaris					Bloch, 1787																																									
GBMIN122615-17	MF167271	8467513		MF167271	Mined from GenBank, NCBI		BOLD:ADE3940	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																				36.7674	137.469	Coordinates from country centroid						Japan													
GBMIN128205-17	KM877618	8485429		KM877618	Mined from GenBank, NCBI		BOLD:ADE3941	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																																									
GBMNB5792-20	MK368595	11560215	84834		Mined from GenBank, NCBI		BOLD:AAB9493	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	111873	Trachinotus carolinus					Linnaeus, 1766																																									
GBMNC17538-20	LC543887	12400639		LC543887	Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	993943	Trachurus indicus																																	Egypt													
GBMND24312-21	MW193420	12801425		MW193420	Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	251731	Trachurus mediterraneus					Steindachner, 1868																												Turkey													
GBMND50970-21	MW538654	12935874		MW538654	Mined from GenBank, NCBI		BOLD:AAB9930	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	68578	Caranx hippos					Linnaeus, 1766																												United States													
GBMNE37230-21	LC502628	14269439	TNSM:F:0011028		Mined from GenBank, NCBI		BOLD:AAB5271	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	64254	Megalaspis	64255	Megalaspis cordyla					Linnaeus, 1758																												Thailand													
GBMNE37322-21	LC503251	14269531	TNSM:F:0011050		Mined from GenBank, NCBI		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793																												Thailand													
GBMNE37355-21	LC503240	14269564	LC503240		Mined from GenBank, NCBI		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793																												Malaysia													
GBMNE80231-22	OK285208	16492120	Fish83-IRAN		Mined from GenBank, NCBI		BOLD:ADG2635	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3536	Alepes	90893	Alepes kleinii					Bloch, 1793																												Iran													
GBMNE85343-22	ON166060	16497232	ZSICF94		Mined from GenBank, NCBI		BOLD:AAH6462	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3513	Carangoides	122787	Carangoides praeustus					(Anonymous [Bennett], 1830)																																									
KANB026-17	AH9BM20	8341190	USNM:FISH:442283	KB17-110	Smithsonian Institution, National Museum of Natural History		BOLD:AAB0587	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11573	Caranx ignobilis			Diane E. Pitassy		(Forsskål, 1775)		Vouchered:Registered Collection			L. Morgan, K. Kotubetey, K. Bishop, H. Kawelo, K. Piiohia, K. Pizarro, T. Ramoy, L. Parenti & J. Daly				Collected between 0-3 meters.									SL=56.9 mm.		21.4372	-157.806						3	United States	Hawaii			Hawaii, Oahu, Kaneohe Bay, He`eia fish pond.	3206829	http://www.boldsystems.org/pics/KANB/USNM_442283_photograph_KB17_110_56.9mmSL_LRP_17_13+1507843022.JPG	Lateral	USNM 442283 photograph lateral view		2017	CreativeCommons � Attribution Non-Commercial (by-nc)	Smithsonian Institution National Museum of Natural History	Diane E. Pitassy
KANB180-20	AH9BL63	11151763	USNM:FISH:442254	KB17-081	Smithsonian Institution, National Museum of Natural History		BOLD:AAB0585	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11569	Caranx melampygus			Diane E. Pitassy		Cuvier, 1833		Vouchered:Registered Collection	Muscle		L. Morgan, K. Kotubetey, K. Bishop, H. Kawelo, K. Piiohia, K. Pizarro, T. Ramoy, L. Parenti & J. Daly				Collected between 0-3 meters.									SL=275 mm.		21.4372	-157.806				0		3	United States	Hawaii			Hawaii, Oahu, Kaneohe Bay, He`eia fish pond.	3928005	http://www.boldsystems.org/pics/KANB/USNM_442254_photograph_KB17-081_275mmSL_LRP_17-13+1584578890.JPG	Lateral	USNM 442254 photograph lateral view		2017	CreativeCommons � Attribution Non-Commercial (by-nc)	Smithsonian Institution National Museum of Natural History	Diane E. Pitassy
MEFM094-05	ECO-CH-P5524D	80679	ECOCH5524	5524D	El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAB0584	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	750569	Caranx bartholomaei			Lourdes Vasquez-Yeomans							Lourdes Vasquez-Yeomans				Xcalac-Majahual			A		S				FAO-31	D, WGS84	18.267	-87.827							Mexico	Quintana Roo	Othon P. Blanco		Xcalak region									
MFLE348-13	MFLE4883	3463528	ECO-CH LP 6273		El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAB9494	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	68576	Trachinotus falcatus			Yareli Cota Valentin		Linnaeus, 1758					Laura Carrillo Bibriezca, Lourdes Vasquez Yeomans							I		S				Larvae, FAO-31	WGS 84, Size 2.5 mm SL, Spanish Neuston	20.408	-87.156							Mexico				Cruise Gordon Gunter 1101, Station 123, 24.8 km So	2089294	http://www.boldsystems.org/pics/MFLE/MFLE4883+1374694808.jpg	Lateral		Yareli Cota	2012	CreativeCommons - Attribution Non-Commercial Share-Alike	El Colegio de la Frontera Sur. Unidad Chetumal	Yareli Cota
MXV110-11	MXV0205	1865165	ECO-CH P 7142	MXV205	El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAF1235	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3543	Selene	88380	Selene vomer			Carolina Quintal Lizama		Linnaeus, 1758					Carolina Quintal-Lizama & Jose Angel Cohuo Colli				Dzilam-Contoy			A		S				FAO-31	WGS84	21.486	-86.804							Mexico	Quintana Roo	Isla Mujeres		Near Contoy Island									
MXV799-15	MXV-795	6552465	ECO-CH P 7664	FIP-273	El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAF1235	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3543	Selene	88380	Selene vomer			Martha Valdez-Moreno		Linnaeus, 1758					jose angel cohuo colli							I		S				Juvenile		19.1433	-90.9584							Mexico	Campeche	Sabancuy		Chen Ka I bridge. Chinchorro	2752688	http://www.boldsystems.org/pics/MXV/MXV-795+1446057464.JPG	Lateral	representative Specimen	Martha Valdez-Moreno	2015	CreativeCommons - Attribution Non-Commercial Share-Alike	El Colegio de la Frontera Sur	Jose Angel Cohuo Colli
NAFES229-15	Fishegg239	6351653	Fishegg239	Fishegg239	Deutsches Zentrum fuer Marine Biodiversitaetsforschung		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11631	Trachurus trachurus			Matthias Kloppmann	Morphology	Linnaeus, 1758			whole egg		Thorben Hofmann									S				egg		49.73	-10.73							North Atlantic Ocean		Celtic Sea											
PHILA2649-18	PHISH-458	8539272	USNM:FISH:443298	PHISH-458	Smithsonian Institution, National Museum of Natural History		BOLD:AAI6631	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140178	Ferdauia	1140180	Ferdauia orthogrammus			Jeff Williams	Morphological			Vouchered:Registered Collection	Muscle		Local Fishermen, Jeffrey T. Williams, Kent Carpenter, Nicko Flores, P. Dicdiquin						Purchased at market								SL=182 mm.	16.606	120.297							Philippines	La Union			Philippines, Luzon, La Union, San Fernando city ma	3356175	http://www.boldsystems.org/pics/PHILA/USNM_443298_photograph_PHISH-458_182mmSL_PHISH-2016-46+1530558840.JPG	Lateral	USNM 443298 photograph lateral view		2016	CreativeCommons � Attribution Non-Commercial (by-nc)	Smithsonian Institution National Museum of Natural History	Jeffrey T. Williams
SCS322-16	GDC1920	7201633	GDC1920	GDC1920	Guangdong Ocean University		BOLD:ADG2635	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3536	Alepes	90893	Alepes kleinii			Gang Hou	morphological	Bloch, 1793			muscle		Hou Gang															21.25	108.25							China		Beibu gulf											
SCS376-16	SYC23	7201687	SYC23	SYC23	Guangdong Ocean University		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59233	Decapterus maruadsi			Gang Hou	morphological	(Temminck & Schlegel, 1843)			muscle		Hou Gang															17.75	109.25							China		Mouth of Beibu Gulf											
SCS446-16	GDC1892	7201757	GDC1892	GDC1892	Guangdong Ocean University		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus			Gang Hou	morphological	Bloch, 1793			muscle		Hou Gang															22.192	115.697							China		Northern South China Sea											
SLICK134-19	SE1606-248-14-1	10066395	SE1606-248-14-1	SE1606-248-14-1	NOAA, Pacific Islands Fisheries Science Center		BOLD:AAE6750	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11597	Seriola rivoliana			Emily Contreras	Morphology	Valenciennes, 1833		vouchered	Whole		Jonathan Whitney			daytime	in slick	248	Neuston Net	Larvae		S	ocean surface					19.8717	-155.924	Garmin unit	10		0.5		0.5	United States	Hawaii	West Hawaii			3522320	http://www.boldsystems.org/pics/SLICK/SE1606-248-14-1_L+1553901054.jpg	Left side	Larval Carangid	NA	2019	No Rights Reserved	Pacific Islands Fisheries Science Center	Emily Contreras
SLICK170-19	MP1812-867-07-1	10066431	MP1812-867-07-1	MP1812-867-07-1	NOAA, Pacific Islands Fisheries Science Center		BOLD:AAB0587	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx					Emily Contreras	Morphology			vouchered	Whole		Jonathan Whitney			daytime	in slick	867	Neuston Net	Larvae		S	ocean surface								10		0.5		0.5	United States	Hawaii	West Hawaii			3522199	http://www.boldsystems.org/pics/SLICK/MP1812-867-07-1_L+1553902688.jpg	Left side	Larval Carangid	NA	2019	No Rights Reserved	Pacific Islands Fisheries Science Center	Emily Contreras
WLIND016-07	WL-M16	552549		MC73	National Bureau of Fish Genetic Resources, India		BOLD:AAB5271	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	64254	Megalaspis	64255	Megalaspis cordyla			Wazir S. Lakra		Linnaeus, 1758												I						FAO-51		19.1333	75.8333							India	Maharashtra	Mumbai											
WLIND020-07	WL-M20	552553		AA112	National Bureau of Fish Genetic Resources, India		BOLD:AAD4413	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	68584	Atropus atropos			Wazir S. Lakra		(Bloch & Schneider, 1801)												I						FAO-51		19.1333	75.8333							India	Maharashtra	Mumbai											
WLIND021-07	WL-M21	552554		AA113	National Bureau of Fish Genetic Resources, India		BOLD:AAD4413	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	68584	Atropus atropos			Wazir S. Lakra		(Bloch & Schneider, 1801)												I						FAO-51		19.1333	75.8333							India	Maharashtra	Mumbai											
ZOSKT2341-16	KU943773	7068022	2762-080		Academia Sinica, Cryobanking Program		BOLD:AAB3730	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3539	Elagatis	17061	Elagatis bipinnulata			P. L. Lin		(Quoy & Gaimard, 1825)																				38.0733	104.691	Coordinates from country centroid						China													
ZOSKT648-16	ASIZP0912519	7056021	ASIZP0912519		Academia Sinica, Biodiversity Research Museum		BOLD:AAO5886	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140172	Carangichthys	1140173	Carangichthys dinema			P. L. Lin																																											
ANGBF17494-19	MH230981	10115852			Mined from GenBank, NCBI		BOLD:AAB6418	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595073	Scomberoidinae	3544	Scomberoides	20619	Scomberoides tol					Cuvier, 1832																				21.3692	91.6464							Bangladesh													
ANGBF17606-19	LC178027	10115964			Mined from GenBank, NCBI		BOLD:ADE3940	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																																									
ANGBF55275-19	MK046963	10853360			Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus					Bowdich, 1825																				39.6753	-7.93366	Coordinates from country centroid						Portugal													
AZB012-20	AZB0012	11764839		2878	University of California, Berkeley, Museum of Vertebrate Zoology, Evolutionary Genetics Lab		BOLD:AAD2425	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	81400	Trachinotus ovatus			Adriana S. Luz	Molecular	Linnaeus, 1758			Muscle		Adriana Luz							Adult								39.052	-27.97							Portugal	Azores	Graciosa Island			4149965	http://www.boldsystems.org/pics/AZB/12_Trachinotus_ovatus_2+1590089883.JPG	Lateral			2020	CreativeCommons - Attribution Share-Alike	Ankara University Evlutionary Genetics Laboratory (eGL)	
BAFEN355-10	BNF 355	1485918	EBSU355	BNF355	Ebonyi State University		BOLD:AAL5968	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	68574	Trachinotus goreensis			Christopher D. Nwani		Cuvier, 1832					C.D. Nwani							A								5.891	7.934							Nigeria	Abia	South-East	Ebonyi	Afikpo									
